variable,file,level1,value1,level2,value2,level3,value3,level4,value4,level5,value5,code,size
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,"Care for invalids, convalescents, handicapped, or elderly persons at home",700.0,not,not,not,not,700,494216800
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,"Care for invalids, convalescents, handicapped, or elderly persons at home",700.0,not,not,not,not,700,494216800
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Combined medical care services (510-530),540.0,not,not,not,not,540,0
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Combined medical care services (510-530),540.0,not,not,not,not,540,0
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Combined medicine and medical supplies (610-660),670.0,not,not,not,not,670,135608000
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Combined medicine and medical supplies (610-660),670.0,not,not,not,not,670,135608000
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,"Eye care combinations (110, 120)",130.0,not,not,not,not,130,8309080
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,"Eye care combinations (110, 120)",130.0,not,not,not,not,130,8309080
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,"Eye examinations, treatment or eye surgery",110.0,not,not,not,not,110,19487160
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,"Eye examinations, treatment or eye surgery",110.0,not,not,not,not,110,19487160
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Hearing Aids,610.0,not,not,not,not,610,0
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Hearing Aids,610.0,not,not,not,not,610,0
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Hospital room or hospital services,330.0,not,not,not,not,330,25765080
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Hospital room or hospital services,330.0,not,not,not,not,330,25765080
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Other medical care and services,530.0,not,not,not,not,530,70102040
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Other medical care and services,530.0,not,not,not,not,530,70102040
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Prescription drugs,620.0,not,not,not,not,620,0
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Prescription drugs,620.0,not,not,not,not,620,0
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Purchase or rental of medical or surgical equipment for general use,655.0,not,not,not,not,655,0
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Purchase or rental of medical or surgical equipment for general use,655.0,not,not,not,not,655,0
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,Purchase or rental of supportive or rehabilitative equipment,635.0,not,not,not,not,635,0
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,Purchase or rental of supportive or rehabilitative equipment,635.0,not,not,not,not,635,0
MEDRCARY,MDC,Health Care,3,Payments for Medical Expenses,50,"Services by medical professionals other than physician, both inside and outside the home",410.0,not,not,not,not,410,50717000
MEDRCARY,MDC,Health Care,3,Reimbursements for Medical Expenses,50,"Services by medical professionals other than physician, both inside and outside the home",410.0,not,not,not,not,410,50717000
MISCCODE,MIS,"Clothing, Fabric, and Acc",4,Sewing Materials,5,Other sewing materials,430.0,not,not,not,not,455,105883960
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Other sewing materials,455.0,not,not,not,not,455,105883960
MISCCODE,MIS,"Clothing, Fabric, and Acc",4,Sewing Materials,5,Sewing notions,420.0,not,not,not,not,450,4105850400
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Sewing notions,450.0,not,not,not,not,450,4105850400
MISCCODE,MIS,Other,4,Miscellaneous Expenses - Contributions,10,Alimony,120.0,not,not,not,not,310,300127120
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Alimony,310.0,not,not,not,not,310,300127120
MISCCODE,MIS,Other,4,Miscellaneous Expenses - Contributions,10,Child Support,110.0,not,not,not,not,320,2599237120
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Child Support,320.0,not,not,not,not,320,2599237120
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Computer information services,280.0,not,not,not,not,280,2016045920
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Money given to non-CU members, charities, and other organizations",270.0,not,not,not,not,270,695244600
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Hobbies,340.0,not,not,not,not,340,450457840
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Babysitting or other childcare in your own home,190.0,not,not,not,not,190,1306288000
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Combined pets/pet supplies/mediccine for pets, pet services, and veterinarian expenses (240, 250, 260)",265.0,not,not,not,not,265,274238960
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Combined TV computer games/computer game software, hand help computer games/computer board games, toys/games, and hobbies (290, 300, 330, 340)",345.0,not,not,not,not,345,358772400
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Hand held computer games and computer board games,300.0,not,not,not,not,300,27171862800
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Legal fees (excl. real estate closing expenses),150.0,not,not,not,not,150,16758840000
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Moving, storage and freight express",230.0,not,not,not,not,230,1436727200
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,TV Computer games and computer game software,290.0,not,not,not,not,290,513476320
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Babysitting, nanny services, or other child care in someone else’s home",220.0,not,not,not,not,220,2596114400
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Catered affairs,130.0,not,not,not,not,130,2491089640
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Video or computer hardware, software, Game boys, or accessories",290.0,not,not,not,not,290,513476320
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Adult day care centers,350.0,not,not,not,not,350,9007937400
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Care for invalids, convalescents, handicapped or elderly persons in your own home",200.0,not,not,not,not,200,31538769600
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Combined TV computer games/computer game software, toys/games, and hobbies (290, 330, 340)",345.0,not,not,not,not,345,358772400
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Combined TV computer games/computer game software, toys/games, and hobbies (330, 340)",345.0,not,not,not,not,345,358772400
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Babysitting, nanny services, or other child care in your home",190.0,not,not,not,not,190,1306288000
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Combined toys/games, arts and craft kits, sewing materials for the home, sewing materials for making clothes, sewing notions, and other sewing materials (330, 340, 440, 445, 450, and 455)",345.0,not,not,not,not,345,358772400
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Sewing materials for making clothes,445.0,not,not,not,not,445,203810000
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Sewing materials for making slipcovers, curtains, etc. or for handiwork in the home, including yarn",440.0,not,not,not,not,440,726035200
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Combined food and beverages for catered affairs/live entertainment/rental of party supplies (130, 410, 420)",435.0,not,not,not,not,435,436790460
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Food and beverages for catered affairs,130.0,not,not,not,not,130,2491089640
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Live entertainment for catered affairs,410.0,not,not,not,not,410,273947240
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Accounting fees,160.0,not,not,not,not,160,4992400640
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Arrangement of live entertainment for special occasions for catered affairs,410.0,not,not,not,not,410,273947240
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Arts and Crafts kit,340.0,not,not,not,not,340,450457840
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Babysitting, nanny services, or other child care inside or outside of your home",225.0,not,not,not,not,225,2047445100
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Catering,130.0,not,not,not,not,130,2491089640
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Combined food and beverages for catered affairs/arrangement of live entertainment for special occasions/rental of party supplies (130, 410, 420)",435.0,not,not,not,not,435,436790460
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Combined funeral and cemetery expenses (100, 110)",120.0,not,not,not,not,120,8349411360
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Combined pets/pet supplies/medicine for pets, pet services, and veterinarian expenses (240, 250, 260)",265.0,not,not,not,not,265,274238960
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Combined toys/games, arts and crafts kits, sewing, knitting, or quilting materials and items (330, 340, 460)",345.0,not,not,not,not,345,358772400
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Fresh flowers or potted plants,140.0,not,not,not,not,140,3301765600
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Funerals, burials or cremation",100.0,not,not,not,not,100,26085161200
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Gardening or lawn care services,170.0,not,not,not,not,170,1870650760
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Home Security System Service Fees,370.0,not,not,not,not,370,513901880
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Housekeeping services,180.0,not,not,not,not,180,3947003280
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Lotteries and games of chance,390.0,not,not,not,not,390,442745160
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Moving, storage, or freight",230.0,not,not,not,not,230,1436727200
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Occupational Expenses,380.0,not,not,not,not,380,716388160
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Other home services and small repair jobs around the house not previously reported,210.0,not,not,not,not,210,1094651880
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Pet services,250.0,not,not,not,not,250,14108986000
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Pets, pet supplies and medicine for pets",240.0,not,not,not,not,240,3448907520
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Professional Photography Fees,360.0,not,not,not,not,360,1111194720
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Purchase or upkeep of cemetery lots or vaults,110.0,not,not,not,not,110,2175873040
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Rental of party supplies for catered affairs,420.0,not,not,not,not,420,644244720
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Services of lawyers or other legal professionals,150.0,not,not,not,not,150,16758840000
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,"Sewing, knitting, or quilting materials and items",460.0,not,not,not,not,460,363679680
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Stamp and coin collecting,400.0,not,not,not,not,400,20792462400
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Toys and games,330.0,not,not,not,not,330,677028000
MISCCODE,MIS,Other,4,Miscellaneous Expenses,58,Veterinarian expenses for pets,260.0,not,not,not,not,260,1523425280
OWNYF,MOR,Property,494,Home Equity Loans,6,Unimproved land,400.0,not,not,not,not,400,236168000
OWNYF,MOR,Property,494,Owned Real Estage Mortages,6,Unimproved land,400.0,not,not,not,not,400,236168000
OWNYF,MOR,Property,494,Owned Living Quarters and Real Estate ,7,Unimproved land,400.0,not,not,not,not,400,236168000
OWNYF,MOR,Property,494,Home Equity Loans,6,Other property,500.0,not,not,not,not,500,159462000
OWNYF,MOR,Property,494,Owned Real Estage Mortages,6,Other property,500.0,not,not,not,not,500,159462000
OWNYF,MOR,Property,494,Owned Living Quarters and Real Estate ,7,Other property,500.0,not,not,not,not,500,159462000
OWNYF,MOR,Property,494,Utilities and Services on Property,42,Vacation home or recreational property,2.0,not,not,not,not,300,165062400
OWNYF,MOR,Other,4,Insurance other Than Health,12,Vacation home or recreational property,2.0,not,not,not,not,300,165062400
OWNYB,OPB,Property,494,Home Equity Loans,6,Unimproved land,400.0,not,not,not,not,400,0
OWNYB,OPB,Property,494,Owned Real Estage Mortages,6,Unimproved land,400.0,not,not,not,not,400,0
OWNYB,OPB,Property,494,Owned Living Quarters and Real Estate ,7,Unimproved land,400.0,not,not,not,not,400,0
OWNYB,OPB,Property,494,Utilities and Services on Property,42,Vacation home or recreational property,2.0,not,not,not,not,300,0
OWNYB,OPB,Other,4,Insurance other Than Health,12,Vacation home or recreational property,2.0,not,not,not,not,300,0
OWNYH,OPH,Property,494,Home Equity Loans,6,Unimproved land,400.0,not,not,not,not,400,68976000
OWNYH,OPH,Property,494,Owned Real Estage Mortages,6,Unimproved land,400.0,not,not,not,not,400,68976000
OWNYH,OPH,Property,494,Owned Living Quarters and Real Estate ,7,Unimproved land,400.0,not,not,not,not,400,68976000
OWNYH,OPH,Property,494,Home Equity Loans,6,Other property,500.0,not,not,not,not,500,0
OWNYH,OPH,Property,494,Owned Real Estage Mortages,6,Other property,500.0,not,not,not,not,500,0
OWNYH,OPH,Property,494,Owned Living Quarters and Real Estate ,7,Other property,500.0,not,not,not,not,500,0
OWNYH,OPH,Property,494,Utilities and Services on Property,42,Vacation home or recreational property,2.0,not,not,not,not,300,227684400
OWNYH,OPH,Other,4,Insurance other Than Health,12,Vacation home or recreational property,2.0,not,not,not,not,300,227684400
OWNYI,OPI,Property,494,Home Equity Loans,6,Unimproved land,400.0,not,not,not,not,400,910012800
OWNYI,OPI,Property,494,Owned Real Estage Mortages,6,Unimproved land,400.0,not,not,not,not,400,910012800
OWNYI,OPI,Property,494,Owned Living Quarters and Real Estate ,7,Unimproved land,400.0,not,not,not,not,400,910012800
OWNYI,OPI,Property,494,Home Equity Loans,6,Other property,500.0,not,not,not,not,500,828856000
OWNYI,OPI,Property,494,Owned Real Estage Mortages,6,Other property,500.0,not,not,not,not,500,828856000
OWNYI,OPI,Property,494,Owned Living Quarters and Real Estate ,7,Other property,500.0,not,not,not,not,500,828856000
OWNYI,OPI,Property,494,Utilities and Services on Property,42,Vacation home or recreational property,2.0,not,not,not,not,300,1232748000
OWNYI,OPI,Other,4,Insurance other Than Health,12,Vacation home or recreational property,2.0,not,not,not,not,300,1232748000
VEHICYB,OVB,Property,494,Vehicles,12,Automobile,100.0,not,not,not,not,100,30668800
VEHICYB,OVB,Vehicles,5,Rented and Leased Vehicles,3,Automobile,100.0,not,not,not,not,100,30668800
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,Automobile,100.0,not,not,not,not,100,30668800
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,Automobile,100.0,not,not,not,not,100,30668800
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,Automobile,100.0,not,not,not,not,100,30668800
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,Automobile,100.0,not,not,not,not,100,30668800
VEHICYB,OVB,Vehicles,5,Vehicle Expenses - Maintenance,9,Automobile,100.0,not,not,not,not,100,30668800
VEHICYB,OVB,Property,494,Vehicles,12,Truck or Van,110.0,not,not,not,not,110,0
VEHICYB,OVB,Vehicles,5,Rented and Leased Vehicles,3,Truck or Van,110.0,not,not,not,not,110,0
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,Truck or Van,110.0,not,not,not,not,110,0
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,Truck or Van,110.0,not,not,not,not,110,0
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,Truck or Van,110.0,not,not,not,not,110,0
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,Truck or Van,110.0,not,not,not,not,110,0
VEHICYB,OVB,Property,494,Vehicles,12,"Boat, with motor",160.0,not,not,not,not,160,0
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,"Boat, with motor",160.0,not,not,not,not,160,0
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,"Boat, with motor",160.0,not,not,not,not,160,0
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,"Boat, with motor",160.0,not,not,not,not,160,0
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,"Boat, with motor",160.0,not,not,not,not,160,0
VEHICYB,OVB,Vehicles,5,Vehicle Expenses - Maintenance,9,"Boat, with motor",160.0,not,not,not,not,160,0
VEHICYB,OVB,Property,494,Vehicles,12,"Automobile, truck, van, minivan, or SUV",105.0,not,not,not,not,105,0
VEHICYB,OVB,Vehicles,5,Rented and Leased Vehicles,3,"Automobile, truck, van, minivan, or SUV",105.0,not,not,not,not,105,0
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,"Automobile, truck, van, minivan, or SUV",105.0,not,not,not,not,105,0
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,"Automobile, truck, van, minivan, or SUV",105.0,not,not,not,not,105,0
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,"Boat, without motor",170.0,not,not,not,not,170,0
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,"Boat, without motor",170.0,not,not,not,not,170,0
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,"Boat, without motor",170.0,not,not,not,not,170,0
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,"Boat, without motor",170.0,not,not,not,not,170,0
VEHICYB,OVB,Vehicles,5,Vehicle Expenses - Maintenance,9,"Boat, without motor",170.0,not,not,not,not,170,0
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,Motor Home,120.0,not,not,not,not,120,0
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,Motor Home,120.0,not,not,not,not,120,0
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,Motor Home,120.0,not,not,not,not,120,0
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,Motor Home,120.0,not,not,not,not,120,0
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,"Motorcycle, motor scooter, moped, etc.",150.0,not,not,not,not,150,50680800
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,"Motorcycle, motor scooter, moped, etc.",150.0,not,not,not,not,150,50680800
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,"Motorcycle, motor scooter, moped, etc.",150.0,not,not,not,not,150,50680800
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,"Motorcycle, motor scooter, moped, etc.",150.0,not,not,not,not,150,50680800
VEHICYB,OVB,Vehicles,5,Vehicle Expenses - Maintenance,9,"Motorcycle, motor scooter, moped, etc.",150.0,not,not,not,not,150,50680800
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,Other Attachable Type Camper,140.0,not,not,not,not,140,0
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,Other Attachable Type Camper,140.0,not,not,not,not,140,0
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,Other Attachable Type Camper,140.0,not,not,not,not,140,0
VEHICYB,OVB,Vehicles,5,Vehicle Expenses - Maintenance,9,Other Attachable Type Camper,140.0,not,not,not,not,140,0
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,Other vehicle,200.0,not,not,not,not,200,57716800
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,Other vehicle,200.0,not,not,not,not,200,57716800
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,Other vehicle,200.0,not,not,not,not,200,57716800
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,Other vehicle,200.0,not,not,not,not,200,57716800
VEHICYB,OVB,Vehicles,5,Vehicle Expenses - Maintenance,9,Other vehicle,200.0,not,not,not,not,200,57716800
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,Trailer (other than camper type),180.0,not,not,not,not,180,46775520
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,Trailer (other than camper type),180.0,not,not,not,not,180,46775520
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,Trailer (other than camper type),180.0,not,not,not,not,180,46775520
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,Trailer (other than camper type),180.0,not,not,not,not,180,46775520
VEHICYB,OVB,Vehicles,5,Vehicle Expenses - Maintenance,9,Trailer (other than camper type),180.0,not,not,not,not,180,46775520
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,Trailer Type Camper,130.0,not,not,not,not,130,21831680
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,Trailer Type Camper,130.0,not,not,not,not,130,21831680
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,Trailer Type Camper,130.0,not,not,not,not,130,21831680
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,Trailer Type Camper,130.0,not,not,not,not,130,21831680
VEHICYB,OVB,Vehicles,5,Vehicle Expenses - Maintenance,9,Trailer Type Camper,130.0,not,not,not,not,130,21831680
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,Motorized Camper-Coach,120.0,not,not,not,not,120,0
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,Motorized Camper-Coach,120.0,not,not,not,not,120,0
VEHICYB,OVB,Vehicles,5,Vehicle Expenses - Maintenance,9,Motorized Camper-Coach,120.0,not,not,not,not,120,0
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,Private plane,190.0,not,not,not,not,190,0
VEHICYB,OVB,Vehicles,5,Owned Vehicles,23,Private plane,190.0,not,not,not,not,190,0
VEHICYB,OVB,Vehicles,5,Vehicle Expenses - Maintenance,9,Private plane,190.0,not,not,not,not,190,0
VEHICYB,OVB,Vehicles,5,Owned Vehicle Detailed,23,Private aircraft,190.0,not,not,not,not,190,0
VEHICYC,OVC,Property,494,Vehicles,12,Automobile,100.0,not,not,not,not,100,139513200
VEHICYC,OVC,Vehicles,5,Rented and Leased Vehicles,3,Automobile,100.0,not,not,not,not,100,139513200
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,Automobile,100.0,not,not,not,not,100,139513200
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,Automobile,100.0,not,not,not,not,100,139513200
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,Automobile,100.0,not,not,not,not,100,139513200
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,Automobile,100.0,not,not,not,not,100,139513200
VEHICYC,OVC,Vehicles,5,Vehicle Expenses - Maintenance,9,Automobile,100.0,not,not,not,not,100,139513200
VEHICYC,OVC,Property,494,Vehicles,12,Truck or Van,110.0,not,not,not,not,110,0
VEHICYC,OVC,Vehicles,5,Rented and Leased Vehicles,3,Truck or Van,110.0,not,not,not,not,110,0
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,Truck or Van,110.0,not,not,not,not,110,0
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,Truck or Van,110.0,not,not,not,not,110,0
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,Truck or Van,110.0,not,not,not,not,110,0
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,Truck or Van,110.0,not,not,not,not,110,0
VEHICYC,OVC,Property,494,Vehicles,12,"Boat, with motor",160.0,not,not,not,not,160,0
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,"Boat, with motor",160.0,not,not,not,not,160,0
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,"Boat, with motor",160.0,not,not,not,not,160,0
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,"Boat, with motor",160.0,not,not,not,not,160,0
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,"Boat, with motor",160.0,not,not,not,not,160,0
VEHICYC,OVC,Vehicles,5,Vehicle Expenses - Maintenance,9,"Boat, with motor",160.0,not,not,not,not,160,0
VEHICYC,OVC,Property,494,Vehicles,12,"Automobile, truck, van, minivan, or SUV",105.0,not,not,not,not,105,0
VEHICYC,OVC,Vehicles,5,Rented and Leased Vehicles,3,"Automobile, truck, van, minivan, or SUV",105.0,not,not,not,not,105,0
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,"Automobile, truck, van, minivan, or SUV",105.0,not,not,not,not,105,0
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,"Automobile, truck, van, minivan, or SUV",105.0,not,not,not,not,105,0
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,"Boat, without motor",170.0,not,not,not,not,170,0
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,"Boat, without motor",170.0,not,not,not,not,170,0
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,"Boat, without motor",170.0,not,not,not,not,170,0
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,"Boat, without motor",170.0,not,not,not,not,170,0
VEHICYC,OVC,Vehicles,5,Vehicle Expenses - Maintenance,9,"Boat, without motor",170.0,not,not,not,not,170,0
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,Motor Home,120.0,not,not,not,not,120,0
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,Motor Home,120.0,not,not,not,not,120,0
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,Motor Home,120.0,not,not,not,not,120,0
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,Motor Home,120.0,not,not,not,not,120,0
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,"Motorcycle, motor scooter, moped, etc.",150.0,not,not,not,not,150,43623000
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,"Motorcycle, motor scooter, moped, etc.",150.0,not,not,not,not,150,43623000
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,"Motorcycle, motor scooter, moped, etc.",150.0,not,not,not,not,150,43623000
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,"Motorcycle, motor scooter, moped, etc.",150.0,not,not,not,not,150,43623000
VEHICYC,OVC,Vehicles,5,Vehicle Expenses - Maintenance,9,"Motorcycle, motor scooter, moped, etc.",150.0,not,not,not,not,150,43623000
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,Other Attachable Type Camper,140.0,not,not,not,not,140,12677840
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,Other Attachable Type Camper,140.0,not,not,not,not,140,12677840
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,Other Attachable Type Camper,140.0,not,not,not,not,140,12677840
VEHICYC,OVC,Vehicles,5,Vehicle Expenses - Maintenance,9,Other Attachable Type Camper,140.0,not,not,not,not,140,12677840
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,Other vehicle,200.0,not,not,not,not,200,204777600
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,Other vehicle,200.0,not,not,not,not,200,204777600
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,Other vehicle,200.0,not,not,not,not,200,204777600
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,Other vehicle,200.0,not,not,not,not,200,204777600
VEHICYC,OVC,Vehicles,5,Vehicle Expenses - Maintenance,9,Other vehicle,200.0,not,not,not,not,200,204777600
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,Trailer (other than camper type),180.0,not,not,not,not,180,0
VEHICYC,OVC,Vehicles,5,Owned Vehicle Detailed,23,Trailer (other than camper type),180.0,not,not,not,not,180,0
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,Trailer (other than camper type),180.0,not,not,not,not,180,0
VEHICYC,OVC,Vehicles,5,Owned Vehicles,23,Trailer (other than camper type),180.0,not,not,not,not,180,0
